abstract,authors,n_citation,references,title,venue,year,id
The success of computers in doing routine work formerly done by people suggests that a computer capable of adjusting itself to a changing environment might be desirable. Such a characteristic might be especially valuable to the telephone industry which must service large numbers of people having changing needs and desires. As a step in this direction a relay machine which plays a penny-matching game with human opponents has been built. The machine is described and its behavior against people and other machines discussed.,['D. W. Hagelbarger'],2,,"SEER, A SEquence Extrapolating Robot",Ire Transactions on Electronic Computers,1956,9d9d7c46-87f7-497a-b3e3-252de2ec069a
"A three, and a two winding per core, high-speed, current driven, one core per bit shift register is presented together with an analysis of the basic circuit involved. An intermediate storage capacitor is used between successive logical elements. The charge and discharge of this capacitor are controlled in a positive manner by voltage blocking pulses. The undesired feedback of energy from one stage to earlier stages is thereby prevented, giving high efficiency of operation. The three winding per core register described is reversible and capable of operating in the megacycle range. The application of the basic shift register element to computer logic applications is described.","['V. L. Newhouse', 'Noah S. Prywes']",50,[],High-Speed Shift Registers Using One Core Per Bit,Ire Transactions on Electronic Computers,1956,ce27a0b9-d045-4dcb-b07f-f2be74b75652
"A system of four diodes in a series-parallel connection is combined with dc operational amplifiers in order to accomplish a variety of computational operations. The diode circuit is equivalent to a SPST switch survey or a voltage pulse. When inserted in series with the input of an amplifier or an analog memory, the switch makes possible waveform sampling or waveform quantizing of the input voltage. Other functions, such as the fast discharge of an integrator, are also achieved. A very significant application of the diode switch in computer circuitry is its use in combination with a multiplier and a storer (a bank of integrators) in order to obtain autocorrelation or cross-correlation of messages after they have been translated into voltages. A commutator or a ring counter is employed to provide the switching pulse. The correlator has the advantage of generating the correlation function concurrently with the message without necessitating previous recording and repeated playback.",['N. D. Diamantides'],50,[],A Multipurpose Electronic Switch for Analog Computer Simulation and Autocorrelation Applications,Ire Transactions on Electronic Computers,1956,7ad0c955-9605-4fb0-a0f0-e7dbc7685dd3
"The spectrum of the output of a half-wave rectifier is derived for an input which is the sum of random noise and two sinusoidal signals of different frequencies. The method used is the characteristic function method described by Rice. The components of the output spectrum are given as infinite series of hypergeometric functions. If both the input signals .are small compared with the noise, it is shown that the ratio of the output signal power at the difference frequency to the output noise power is proportional to the product of the input signal-to-noise power ratios at the two frequencies. If one of the input signals is very large compared with the noise, it is shown that the other signal and the noise are translated in frequency without alteration of the signal-to-noise ratio. A correction factor is obtained for the case where the large signal is not quite large enough. Finally, the output signal-to-noise ratio of a single-sideband detector is calculated as a function of the input signal-to-noise ratio, when the sideband amplitude is one-half the carrier amplitude.",['L. Lorne Campbell'],1,[],Rectification of two signals in random noise,IEEE Transactions on Information Theory,1956,cb2a3614-6ee8-4a70-91c2-b52c5a04d3ba
,['Raphael M. Robinson'],50,[],Arithmetical Representation of Recursively Enumerable Sets,Journal of Symbolic Logic,1956,aac293bf-3e62-4023-8c19-3660bae1315a
,"['K. Jaakko', 'Jaakko Hintikka']",56,[],"Identity, variables, and impredicative definitions",Journal of Symbolic Logic,1956,f610c7db-2bca-4778-9453-248b184af5dc
"The sine curve is approximated by a set of straight line segments whose slopes are chosen to be integral multiples of a binary fraction. A programmed counter counts up or down at a rate proportional to the slope, thus generating an approximate sine function. Using (360/256)?1.4 degree intervals and four integral slopes, ±0(1/128), ±1(1/128), ±2(1/128), ±3(1/128), the maximum difference between the true and the generated value is 0.014 and occurs at 36.6 degrees. The extension of this method to higher accuracy and to other functions is indicated.",['Joe Norman Harris'],50,[],A Programmed Variable-Rate Counter for Generating the Sine Function,Ire Transactions on Electronic Computers,1956,f02fe1b9-7d42-4514-9d90-9bb92e304339
,['Martin Graham'],50,[],An Improved Method for Williams Storage,Ire Transactions on Electronic Computers,1956,f8f0645e-40b7-43ca-a5f4-f93f1fbf5b79
,['Irving M. Copi'],5,,Another Variant of Natural Deduction,Journal of Symbolic Logic,1956,d4b97edf-de26-4ba1-acac-c375953f302b
"The problem of designing high-speed flip-flops has been approached by dividing the circuit operation into steady-state and switching functions, the steady-state function being assigned to a slave flip-flop and the switching function to a driving circuit. Circuits, using conventional components and having a resolving time of 10m?sec, are described. Resolving times as low as 2m?sec have been attained by using a special beam-deflection tube as the slave flip-flop. These circuits dissipate considerably less power in the intervals between switching than conventional circuits.","['Z. Bay', 'N. T. Grisamore']",50,[],High-Speed Flip-Flops for the Millimicrosecond Region,Ire Transactions on Electronic Computers,1956,74d08b41-38cf-4464-9105-e7012f7496b9
,['Mitchell P. Marcus'],6,[],The Detection and Identification of Symmetric Switching Functions with the Use of Tables of Combinations,Ire Transactions on Electronic Computers,1956,6b6f4f47-4108-4db8-a442-ab494b3675b7
"We investigate several conceptions of linguistic structure to determine whether or not they can provide simple and ""revealing"" grammars that generate all of the sentences of English and only these. We find that no finite-state Markov process that produces symbols with transition from state to state can serve as an English grammar. Furthermore, the particular subclass of such processes that produce n -order statistical approximations to English do not come closer, with increasing n , to matching the output of an English grammar. We formalize-the notions of ""phrase structure"" and show that this gives us a method for describing language which is essentially more powerful, though still representable as a rather elementary type of finite-state process. Nevertheless, it is successful only when limited to a small subset of simple sentences. We study the formal properties of a set of grammatical transformations that carry sentences with phrase structure into new sentences with derived phrase structure, showing that transformational grammars are processes of the same elementary type as phrase-structure grammars; that the grammar of English is materially simplified if phrase structure description is limited to a kernel of simple sentences from which all other sentences are constructed by repeated transformations; and that this view of linguistic structure gives a certain insight into the use and understanding of language.",['Noam Chomsky'],393,,Three models for the description of language,IEEE Transactions on Information Theory,1956,6068418b-4c47-42b0-b3bf-1b854549dc9b
"Solutions are obtained in open form for the optimum, probability-computing detector of either Gaussian signals, or known signals transmitted via scatter-paths, where the signals have been further perturbed by additive white Gaussian noise. The optimum receiver operates on the received waveforms with filter-functions and biasing constants determined by pairs of inhomogeneous and homogeneous integral equations, respectively. General solution in closed form has not been obtained, but it is possible to draw a few broad conclusions, among them that the filter-functions can be physically realizable. Approximate solution (for the optimum scatter-path receiver) at small signal-to-noise ratios yields a block diagram having interesting implications. For a single-scatter-path, the optimum receiver may be interpreted as the combination of a correlator with an optimum estimator of the Wiener type. Certain special cases in which complete solution is possible have been investigated in detail, and appropriate curves are presented. The role and performance of the probability-computing detector in an optimum decision-making receiver, for the types of channels considered, is deferred to a companion paper.",['Robert Price'],184,"['00516816-445c-4954-aa5e-cca267a75ac2', '3fa4f5f8-adbc-4a15-8b02-2a8d43bc36eb', 'a40f8beb-c021-4389-a824-57cc101d3e23', 'db860b22-9b4d-4d12-b991-78a34857cf81', 'eafd6cf1-15be-466d-b2a1-51d889832a5f', 'ebe7ee9a-04a6-4e3c-b637-dca53f81d0b2', 'f6246cfc-1c02-46b8-bd65-86d114c90bf9']","Optimum detection of random signals in noise, with application to scatter-multipath communication--I",IEEE Transactions on Information Theory,1956,817ccd46-5d38-4c54-aefd-93e8c794adea
